	tweet	label
4155	this is the time when everyone becomes a nudist a	0
4156	helix bridge	0
4157	you never knew this day would actually come to see a mini you a	0
4158	whats your secret for making the most of the heres some great	0
4159	now playing sophie hutchings seventeen on music song	0
4160	i love you take with you all the time in ur	0
4161	hockey shoutout to alumni greg scholtz bihday	0
4162	when my depament chair says i have good abilities and will succeed in my internship and career	0
4163	can it power my gaming tower it uses	0
4164	things are staing to shift	0
4165	my mama has been one kind of cancer free for five years and is officially released by one of her oncologists making	0
4166	are a feel like the are stomping on you listen	1
4167	chaplin the dictator speech via	1
4168	bahahaha this is so me right now 	0
4169	love island has just got x better now james is going in ai ai ai	0
4170	a hovering over daily peaks	0
4171	whens the release date hopefully before end aug so the unputdownable holiday read on my packing list is soed	0
4172	yeah this made my day thanks	0
4173	bernie is no barack	0
4174	i feel more for the animals that die in films than humans	0
4175	there are two primary choices in life denis waitley	0
4176	so this is how it ends	0
4177	vandalised in in condemns act	1
4178	event mode nick	0
4179	just lost all my music on my phone what the f**k	0
4180	a young child died in in tragic circumstances	0
4181	bull hill climb you have to reach the target to complete the task to survive with strong excit	0
4182	that friday feeling	0
4183	buffalo simulation buffalo for you to take in the vicinity of their homes to do in thi	0
4184	physicians weight losgt	0
4185	ready to be sent for an autograph in the post by tomorrow ao	0
4186	excellent idea dig deep hang em high a	1
4187	paenger hits brooklyn bus driver with bottle after argument irate paen	0
4188	was this a last minute event this almost reminds me of the rubio and cruz rallies where you knew they were done	0
4189	very angry man and the sunshine	0
4190	i love and	0
4191	ah wd rather be happy than cuss it all t tarnation varejao more gtgt	0
4192	today is my first day at my job cant wait p	0
4193	we just want to make you happy	0
4194	late night friday featuring latest qsb by at	0
4195	ai this a a	0
4196	updated ai	0
4197	travel sunday with family	0
4198	happy bihday see that red line sinking faster than the titanic	0
4199	little trip for a bihday dinner	0
4200	i love you take with you all the time in ur	0
4201	making my alfredo dinner and going to cry and be	0
4202	upcycled some mirrors this weekend gunna look awesome in our new house	0
4203	wow that sounds lit mine is engaged and its not to me	0
4204	its clear yall had no good reason to hand the keys over to a goon but yet	1
4205	it is sad to hear such a news early in the morning in	0
4206	happy people asiento plegable color gris	0
4207	why are you so close vine by	0
4208	i chose to dip but my sweet sour was forgotten	0
4209	thanks to the best bday wknd kickoff friday bches	0
4210	p	0
4211	again looks like a damned fool for years the usa has openly opposed settlement buliding by	1
4212	good morningim sincerely	0
4213	here you can find a little pa of game play by	0
4214	got my schedule i actually have a cla with my boyfriend	0
4215	after weeks of practising rolls and chord changes i sta learning my first song on the tomorrow	0
4216	bihday mom	0
4217	lunch with my girls	0
4218	wonderful day	0
4219	so refreshing tropical smoothie recipe	0
4220	walking in green	0
4221	cheap trick and pit bull did a way better job than billie rae	0
4222	buy things about flag day a	0
4223	wanna play on sunday by dustyfairytale	0
4224	attack bull game do you really think that his head was empty around the city each side is suppos	0
4225	the orlando shooting got me thinking got me thinking like damn why do these things even have to happen wheres the humanity	0
4226	polar bear climb racing angry polar bear climb racing the polar bear living in cold places looki	0
4227	camiilabeckeer	0
4228	im off to in for woop woop	0
4229	safety always comes first have a safe ahead	0
4230	thank you mister president obama the light that revealed darkness in we the people of the usa we are stronger	1
4231	why do the fans always let us down totally pathetic embarraing papos should be taken for life	0
4232	dont miss out on this one simply follow the instructions in post for your chance to win	0
4233	stuck in the rat race find your freedom	0
4234	kscrashcorrectors kscrashcorrectors lopezchiro from a	0
4235	we came all the way from a to just to see you tomorrow at summeime ball ai isnt that woh a reply aoi	0
4236	ai	0
4237	 simply doing me	0
4238	i always tell me people i miss them and they dont say it back com	0
4239	looking forward to our work trip this week	0
4240	this should have been enough just say no a	1
4241	when you finish season of orange is the new black and have to wait another year until the next season	0
4242	morenightclub more club	0
4243	the battle against yourself is the hardest one youll ever fight a	0
4244	today coming from happiness is the key to life	0
4245	gorilla simulator you need to do to adapt to the environment the need to tear the city materia	0
4246	ill be treading the boards at this famous theatre in less than a month tickets htta	0
4247	happy friday everyone	0
4248	just settling down for the final stage of the criterium du dauphine and its not there on the itv hub	0
4249	many people in my country listen to folk music their choice but some have never even considered that theres another genre out there	0
4250	silly you are as huful harmful to society has a straight white male i am a gay metis man i know	0
4251	first months then weeks now its only days till the beginning of the end of i am both and at the same time	0
4252	bull up you will dominate your bull and you will direct it whatever you want it to do when	0
4253	gorilla simulator you need to do to adapt to the environment the need to tear the city ma	0
4254	we are on tonight just after	0
4255	a dream is only a dream until you take action make it happen vine by	0
4256	smile happy	0
4257	mine did too and my middle from middle school yesterday	0
4258	mac x halsey	0
4259	the bearas rapacious hunger for oil also sealed its doom a	1
4260	welcome back	0
4261	ohh i do ai him so much missing him like crazy but another day gone but more closer	0
4262	says should with a	1
4263	meet lalita such a happy and talkative kid heasa	0
4264	middle fingers up i aint thinking about you	0
4265	how can be someone so healess	0
4266	i love you world lt	0
4267	how i feel about ceain people	0
4268	stfu bch if you have anything against me or wanna talk sht about me then come to my fking face bro	0
4269	step to wedding weekend	0
4270	not anymore im getting maccas for dinner	0
4271	matt and melissa shocked and horrified to learn of your loss so so so sad our thoughts and prayers are with you	0
4272	once upon a time	0
4273	life is a challenge but rewards you when youre do everyday things likea	0
4274	i love you take with you all the time in ur	0
4275	i am thankful for the time	0
4276	feel good its friday	0
4277	i ai happy people	0
